time,author,messsage
56:49:00,ben06 Reig,for me the D smells and tastes purin. Beurk
56:49:00,Mike Henderson,D = licorice
56:49:00,Tom Weston,i like d so much that i've been slurping loads of it after each sip of e :rolling_on_the_floor_laughing:
56:50:00,Suzan Thrasher,D has umami to me
56:50:00,Will Barnett,E :thumbs_down:
56:51:00,Victoria Eshelby,lets not talk about E
56:51:00,reddyenumber4,I have information that will lead to the arrest of Coffee E
56:51:00,Trudgemank95,D is a martini somehow
56:52:00,Diana Lee,I find the others WAY more complex
56:53:00,redpandamaniacal,E reminds me of bran flakes or something.
56:53:00,Henry Wilson,C is Ethiopia
56:53:00,danila,Where are you guys getting these coffees and kit from?
56:53:00,peapod659,:face_vomiting:
56:53:00,Thies Heidecke,"D is the best, tastes like cherry and whiskey to me!"
56:53:00,Josephine Hylén,Horse poo
56:54:00,Science with the Soeparmonos,Im sure they know
56:54:00,Cortexion,dirt as a control
56:54:00,Keith Lewis,"I cant with D right now, its alright, but not my taste. E is just wtf"
56:54:00,pixiedustshines,plain popcorn
56:55:00,Jiang disciple,I love how much I’m learning about other peoples palettes
56:56:00,Kane Anderson,D tastes very similar to what I'm using for espresso rn
56:56:00,Bernhard Bermeitinger,"D is like organic waste, like old egg shells after a week"
56:56:00,the fermented kitchen,but D could be yunan too
56:56:00,Sun Don't Shine Designs,D was my favorite - I tasted fake berry flavor
56:57:00,Julian Sühs,nah
56:57:00,Joy Roxas,"E = SMOKED, BARREL?"
56:57:00,Kyle La Hara,i couldnt stand e
56:57:00,Aslyn Rivera,E isn't my favorite... taste like burnt coffee
56:57:00,Duncan O'Hehir,"oh no, not E..."
56:58:00,Kieran Ratcliffe,Rhubarb is a great call for D!
56:58:00,Led778,e is disgusting
57:00:00,Andrew,I hated D at first then as it cooled really loved it
57:00:00,Jasper,I love seeing all the reactions on E
57:00:00,Sun Don't Shine Designs,EEEEEEEE
57:00:00,Kyle La Hara,so earthy
57:01:00,Seb,nooooooooooooooo
57:01:00,Stephen Jannetts,D tastes exactly like Tobasco sauce to me
57:01:00,Cha Antinor,D could be somewhere from asia
57:02:00,slytown,I dont wanna talk about E
57:02:00,Luke Swift,sit down... we need to talk about E LOL
57:02:00,Alessandr _0,that E...!
57:03:00,MrKnuckleknob,E is awful
57:03:00,ShaneAnderson,E is minging
57:03:00,Wilky,cant beat Nescafe Gold Blend
57:03:00,MackerelCat,I dont want to taste e again
57:04:00,Tai Nguyen,"yay, I sa"
57:04:00,Vicky L,E is gross
57:04:00,Dylan Roman,E :red_heart:
57:05:00,mattscarf,WTH E?
57:05:00,paul wilson,"D is confusing me, I didn't think I liked it, but I keep going back to it!"
57:06:00,Henry Wilson,E is Vietnam
57:07:00,Rob Jones,horses
57:08:00,ben06 Reig,BCAED
57:08:00,alexkidd88,E is burnt plastic
57:09:00,Adam,E smells like a new car
57:09:00,Charlie Lui,let's not talk about E ;)
57:09:00,RasmusBruun,poop
57:10:00,Z H,love E
57:10:00,Soulie On A Shoestring,Robusta
57:10:00,Ben Moon,E = meth lab
57:11:00,Nicholas Welna,E is papery to me for texture
57:11:00,Ryan Spaulding,E feels grainy
57:12:00,Glaciersfordays,e is for burnt pop
57:12:00,Shauleen,E is a NO NO NO
57:12:00,Drew Snyder,D I think is my favorite. my girlfriend's kid who I'm watching while she sleeps even tried it she hates coffee but smelled the grape/red fruit to it and wanted to try.
57:13:00,MackerelCat,burnt rubber
57:13:00,Sascha,Robusta?
57:13:00,ab,salami in a bad way
57:13:00,Nevgül Güven,E tastes like genmaicha to me
57:14:00,Whitney Dyer,e is so good tho
57:14:00,Gamze Yılmaz,I dont want to touch this
57:14:00,Tai Nguyen,"yay, I wrote ""ferment"""
57:14:00,Nathan,E = burnt toast
57:14:00,888SpinR,Please tell me E is vietnamese
57:14:00,Andrew Grumet,E tastest like gunpowder tea
57:14:00,jackpotconnolly,E tastes like Weetabix
57:17:00,D R,E is dsigned to be like instant coffee surely
57:18:00,Ryan Flynn,$1000 POURER
57:19:00,Mullica Z,D for Durian haha
57:19:00,Daniel Duhlbo,burnt popcorn
57:20:00,Thomas Nagy-Zambo,E is soy sauce
57:20:00,Jean Wire,I like the texture of E but the taste :confused_face:
57:20:00,Whitney Dyer,takes like a nice tree trunk
57:20:00,Raven,robusta
57:21:00,D Leewigh,E. taste like a president
57:21:00,Harry T Dyer,it's got to be robusta.
57:22:00,Jeeheon Cho,I commend Jim for not grimacing when tasting e
57:23:00,Tom Connery,I gpt burnt popcorn for E
57:24:00,Marilia Lirio,e is horrible
57:25:00,Ryan Spaulding,Very old feeling and grainy
57:25:00,Mohan Kumar,no
57:28:00,Cory Hughart,I immediately think toasted sesame oil
57:28:00,Mohan Kumar,no E
57:28:00,Harrison Leon-Gay,ew no
57:29:00,David Aeschlimann,E is toasted sesame oil
57:29:00,Henry Wilson,E is a huge part of the future of coffee
57:29:00,Joy Roxas,"E = BARREL, SMOKED"
57:29:00,Sentrie,It really reminds me of toasted sesame and I love it :slightly_smiling_face:
57:30:00,mauras23,"I don't like Ethiopian-type flavors, and I didn't like D at all."
57:31:00,Justin Arakaki,E tastes like slightly burnt popcorn. Unique lol
57:31:00,Linda D,E tastes like styrofoam with burnt popcorn
57:31:00,Jordan Morphew,e = cheerios
57:31:00,OowoO,E is sooooo woody
57:31:00,carolinamoonbeam,D is Trump..... E is Joe Biden. A safe pair of hands
57:32:00,Mohan Kumar,throw it
57:32:00,Binjuice_Bitch,tastes like im drinking sesame oil
57:32:00,Pierre Blaschke,E= Popcorn for me
57:33:00,Xefox Music,E got that wet dog flavour
57:33:00,Mark Johnson,E is wEiRd
57:33:00,chrisgoatpher,lmao soy sauce
57:33:00,James Grinter,E is sugar puffs
57:34:00,atavax311,3 is very heavy and smoky very much lapsang souchong
57:34:00,Fabio Bollinger,E is so interesting
57:35:00,Shane Roadnight,D tastes like FARMYARD!
57:36:00,Fabio Bollinger,Musty!
57:37:00,Rmg12,D is the kind of coffee I'd love once a week - but I am not sure I'd enjoy it every morning
57:37:00,Rob Lucchetti,E is not somethign i want to drink - loved everythign else
57:37:00,mattscarf,E tobacco
57:38:00,Trudgemank95,E is like comforting good diner coffee
57:38:00,Dylan Roman,E is Butt roast
57:38:00,Najib Azmi,"E is not yemeni, or is it?"
57:38:00,IronicTager,soy sauce
57:39:00,Maciej Gąsiorowski,E is like tasting a tyre :face_with_tears_of_joy:
57:40:00,MagnetCap,"E reminds me of leather, shoes and books"
57:40:00,FabulousResults,E tastes like burnt popcorn
57:40:00,Gemma Mulhern,E is like Starbucks - bad!
57:40:00,Raven,sesame
57:41:00,Baz Dunkley,E = Bitter and Burnt
57:41:00,Joy Roxas,E = SESAME
57:41:00,raihan _,E has hella roast character
57:41:00,Nevgül Güven,Burnt Rice
57:42:00,IronicTager,umami flavour
57:42:00,Nicholas Semple,E is rubber
57:42:00,Rob Clapham,burnt sugar puffs!
57:42:00,David Matousek,pipe tobacco
57:42:00,peapod659,"e is very smoky, dirt-like, woody to me"
57:42:00,Ralph Saunders,Robusta surely
57:42:00,chef big dog,yes genmaicha is exactly what i tasted
57:42:00,Billy Chan,sesame oil
57:42:00,Michael Clutterbuck,D = blueberrry
57:43:00,Adam,E smells like a new car
57:43:00,Chris Brown,"e tastes smoked, like lapsang souchong tea"
57:43:00,Gamze Yılmaz,battery acid?
57:43:00,Siromnomnom,e is burnt rice
57:43:00,Saty Gupta,E is bitter and def a darker roast
57:44:00,Alisfilms,D is awesome
57:44:00,Feri F,E - roasted rice?
57:44:00,Eric Hilgendorf,hold your nose to avoid the bad stuff
57:44:00,Robin Arthur,burt popcorn for sure
57:46:00,Alfred Mani,Woody
57:46:00,Rob Lucchetti,E is like Chickory
57:46:00,Build 2 Last,E + Milk maybe match
57:46:00,Tyler Martin,E tastes like petrol and tar
57:47:00,Phillip Trzcinski,Would E work well in espresso?
57:47:00,ntq1ty,E is like tasting sesame oil
57:47:00,Quatsch82,e tastes like burnt popcorn
57:47:00,Tom Connery,E is robusta?
57:47:00,squaremile,E = rubber
57:48:00,Juan Miguel Natividad,Rice crackers and black tea
57:48:00,Joe Caputo,E to me tastes like what I imagine Tim Burton’s Attic tastes like
57:48:00,mattscarf,"E popcorn, yes"
57:48:00,Nicolò Roggia,e for me is NO
57:48:00,Tirififi,E is delicious !!
57:49:00,AndrewAlex92,I get sesame oil
57:49:00,Aaron Goding,Def not getting any acidity from A & B
57:49:00,Ponder Productions,e i tobacco
57:49:00,pixiedustshines,tell us about Squarespace
57:50:00,Seek-A-Critique,D is Mcafe
57:50:00,Fabio Bollinger,E is OAKY
57:50:00,Sun Don't Shine Designs,E tastes like this iced tea I had in Japan
57:50:00,Jasper,E reminds me of toasted sesame
57:50:00,Jake Meaker,Yes popcorn!
57:51:00,Rob Jones,tastes how a farmyard smells
57:51:00,Rachel,whisky
57:52:00,Robin Arthur,burned popcorn*
57:52:00,Dana_Hach,Is E a blen
57:52:00,Arion Valera,e taste like marlboro
57:52:00,Build 2 Last,E + Milk maybe match
57:53:00,ELLE KIM,burnt popcorn!
57:53:00,Diana Lee,E is sth Intasted
57:54:00,Matt Tearle,E for me very woody
57:54:00,captain,tastes like leather
57:54:00,Ste D,"I love D, my kinda coffee"
57:54:00,Craig Arthur,I almost feel d and e are polar opposites
57:54:00,tekinsuleyman,E tastes like an ash tray
57:55:00,Allen Lee,oolong
57:55:00,Nicholas Welna,I SAID THAT
57:56:00,Todd Lambert,yeah burnt sesame oil
57:56:00,Short grain rice,cardboard
57:56:00,Joy Roxas,E = TOASTED SESAME
57:57:00,Fabio Bollinger,OAK aged coffee?
57:57:00,Ben Remer,burnt popcorn
57:57:00,MultiSigil,E = nope
57:58:00,Cory Hughart,it made me think of Korean food
57:58:00,Daniel Mounter,Marmite
57:58:00,Rikard Georgii,E has 0 sweetness and tastes like hay!
57:58:00,The Real AH,E - weetaabix
57:58:00,Henry Wilson,E is past crop and robusta
57:58:00,IronicTager,genmaicha!!
57:59:00,CALAUDIA KUCHAN,strong fruity cereal vibes for D
57:59:00,TheHowlingStone,"I cannot get enough of D, wow"
57:59:00,Tom Davies,maize
58:00:00,velocitygirl07,E tastes like Weetabix!
58:01:00,Katy Farmer,E tastes like the smell of an old library
58:01:00,Einar A,Nutty
58:01:00,Akshay Nigam,Very bark-y and woody
58:01:00,Alfred Mani,Burnt Popcorn
58:01:00,Ted Bailey,E is burnt popcorn
58:01:00,Fabio Bollinger,Definitely savoury
58:02:00,Marilia Lirio,E is horrible omg
58:02:00,Bryor H,popcorn
58:03:00,Adriana Berrio,thanks James this is really fun!
58:03:00,Jonathan Whitehorn,Toasted corn
58:03:00,Bernhard Bermeitinger,E is like those italian burnt espressos that smell and taste like Diesel
58:03:00,Karlo E. Meléndez Peña,"E is like dirt or wood... Or maybe foodie, mushroom flavour."
58:03:00,Ragoom,dsuty books
58:03:00,Calsimar ',burned almonds!
58:03:00,Daniel Mounter,Yeast extract
58:04:00,Michael Frontz,It's reminding me of toast!
58:04:00,Slein Wash,E is made for noodles
58:05:00,Reece Lyons,umami
58:05:00,Albert C.,"I'm not tasting, but maybe E is sumatran?"
58:05:00,Tim Sergeant,it's genmaicha!
58:05:00,Gleb Baykalov,"It's an espresso roast, isn't it?"
58:05:00,L Pei,E is like barley tea
58:05:00,Alijan Ozkiral,e tastes like a midlife crisis
58:05:00,Michael Cutright,musty basement
58:05:00,anagman,E has full on toasted rice for me
58:06:00,Patty,barley tea
58:06:00,David Darnes,Gravy?
58:06:00,Elythor,"E is woody, smoky"
58:06:00,Nicholas Welna,Savory was my second note!
58:07:00,Anna SdTC,"A, B, and C have different things I like and I'd drink them for different occasions. They are all pleasant. D is so extremely gross to me. E is both gross and leaves such a long aftertaste."
58:07:00,Bjornsides,I'm getting urn popcorn with E
58:07:00,alanroberthp10,"México is the house, cheers"
58:08:00,John Erwin Veneracion,E is Fart-aged fart
58:08:00,Gianluca Ferrara,burnt plastic
58:08:00,Ryan Spaulding,Broth is a good word
58:09:00,Mirrodin,Brothy yep
58:09:00,Ryan Lloyd,pork scratchins
58:09:00,Michael Frontz,I don't hae it
58:09:00,Phil Kan,E ispopcorn
58:09:00,Cody Powers,E tastes like Mildew
58:09:00,Fabio Bollinger,Sesame is a perfect description
58:12:00,Don Murray,barely tea
58:12:00,LatFlare,Definitely get the sesame on this one
58:12:00,JOESinthebox,"E - Very bready, oaty"
58:12:00,TheLordFisch,I love E
58:13:00,Sameea Zia,do you get coffee grounds in your mouth when you slurp ?
58:13:00,Cha Antinor,Mugi cha
58:13:00,Z H,now I'm wondering if my D and E are mixed up
58:13:00,Cass,Puffed wheat cereal
58:13:00,Carl-Axel Hallgren,Race tyres
58:13:00,Diana Lee,Yeah it tastes like LITERAL nuts
58:13:00,Andy Lawless,Tobacco. Gross
58:13:00,Dana_Hach,I thought that umami didn't exist in coffee...
58:14:00,Daniel M,E is like burnt coconut husk or a storm cellar in a basement
58:14:00,JaceCOYS,E is amazing
58:14:00,Paul Bunker,I've been getting sour and bitter mixed up in my coffee tasting.... that's why I CAN NEVER GET MY GRIND RIGHT
58:14:00,Sentrie,sesame!
58:14:00,Leon N.,E is like popcorn
58:14:00,Drew Morone,overdone steak
58:14:00,denschub,"my first association with E was ""jetlagged, drinking coffee at the airport""... :D"
58:14:00,OrigamiFlame,Barley like perhaps
58:14:00,Ryan McCoy,E is burnt pop corn
58:14:00,Bernie Carothers,I’ve liked E more the cooler it has gotten.
58:15:00,Razkoritz,"E reminds me of barley tea, but in a really bad way for me."
58:15:00,Colin Moynihan,E tastes like roasted barley tea/mugicha
58:15:00,Matt Stone,e is burnt popcorn and grit
58:16:00,WhimsicalUrchin,E to ne is burnt popcorn lol
58:17:00,Dillon Whitehead,bready
58:17:00,Akshay Rao,My SO and I sort of agreed on Popcorn
58:17:00,BevGeek,E is for Earthy
58:17:00,Pedro Teixeira,reminds me of popcorn
58:17:00,Will Humphreys,I swear it reminded me of Bovril!
58:18:00,Malt & Pepper,peanut butter!
58:18:00,Ian Phillip,E very burnt popcorn
58:18:00,mattscarf,E is like the paper wrappings of a mummy
58:18:00,Mark Johnson,Mushroom!
58:19:00,Nlptrckshmn,It tastes like Nori
58:19:00,musixmylyfe,This ain’t it dawg
58:20:00,Kyle La Hara,like mushroom soup
58:20:00,Charles Reynolds,Sesame is on point
58:20:00,Nikkolas Zellers,burned berber carpet
58:20:00,Cha Antinor,It’s like tea
58:20:00,Dan Hayes,Caramel
58:20:00,Doni Crosby,E is saesme cardboard
58:20:00,jackpotconnolly,w-EE-tabix
58:21:00,Diana Lee,Maybe E for father in law
58:22:00,matthew dwyer,leather boot dipped in something
58:22:00,AR R,E must be the stuff you dried with that old school coffee ground recycle thing
58:22:00,Daniel B,Burnt toast
58:22:00,Valentin Olpp,I get German Schwarzbrot:D
58:22:00,D R,E = sesame oil
58:22:00,Alkasable,ppopcorn for me
58:22:00,Kyle La Hara,earthy
58:22:00,Tony Lau,melted plastic
58:22:00,Tyler Sellers,E reminds me of Dokudami Umami from Teavana
58:23:00,Don Murray,japanese mugucha
58:23:00,Fides Araneta,Burnt popcorn!
58:23:00,Eric Thomas,E tasted like toasted brown rice to me
58:23:00,geisriel,Peaty
58:23:00,sweeteeashley,Tabacco
58:24:00,Andrew Snook,E is tobacco
58:24:00,Alin Dunoiu,E = POPCORN
58:24:00,Could Be Dreaming,Burnt popcorn
58:24:00,Kiraitsu,E tastes like peanut butter to me
58:25:00,jarrad huxtable,E i get scotch egg!?
58:25:00,Allen Lee,oolong tea
58:25:00,Chris Karpyszyn,mushroomy
58:26:00,Richard Seymour,"10,000"
58:26:00,bowieknife,black bean tea is e for me...
58:27:00,Lukas,smoky
58:28:00,Wren Fernandes,E tastes like fresh spring soil...
58:29:00,Fabio Bollinger,Barely tea is a good note kudos
58:30:00,Geoff Knight,e tastes like twiglets
58:30:00,John Erwin Veneracion,TOBACCO
58:30:00,Will Humphreys,Reminds me of my Dad's shed
58:30:00,Tok Yanru,burnt plastic
58:30:00,Diana Lee,yeah popcorn after taste
58:30:00,rocco4696,Cardboard
58:31:00,Peter R,bacon rasher crispa
58:32:00,Jossy Barron,cant cope with E that well. kinda a Peat taste
58:32:00,Adam Pepper,"Hate D, love E"
58:32:00,Short grain rice,sesame changed my mind
58:32:00,Josh Borrow,Kittly litter for me
58:33:00,lpmk1605,"E is bắp rang bơ, thuốc lá, woody, vỏ lốp xe"
58:33:00,Noah Irvin,CORN NUTS
58:33:00,Ismail Gunsaya,Green tea
58:34:00,Pyther,It smelled like movie theatre
58:34:00,Cha Antinor,Mugicha
58:34:00,Flaplo,"My sheet says ""burnt oats"" under E"
58:34:00,Henry Maxfield,astringent
58:34:00,Rmg12,E to me is quite peaty
58:37:00,Fabio Bollinger,Pepper
58:37:00,Tim C,reminds me of eating a bag of saltines with no salt
58:37:00,michalis9,I'm just over here sipping on D
58:38:00,Connor McKinnon,Dirt
58:38:00,Wren Fernandes,Burnt popcorn
58:39:00,faozan rizal. ICS,E pop corn
58:39:00,Simon McKenna,roast almond
58:39:00,Hyddelihyd,E tastes like corn flakes (without the milk and sugar)
58:40:00,Jean Wire,diner coffee
58:40:00,RonanCodes,"Spicy, pepper"
58:40:00,Sentrie,not helping james
58:40:00,tommihommi1,smells like a chain smoker
58:41:00,Sheron,Wood
58:42:00,Kevin Severs,barley
58:42:00,David Walters,Burnt popcorn is exactly what I thought
58:42:00,Ebsan Uddin,cigar
58:43:00,Brew,popcorn gang
58:44:00,Tigerstripes,E smells and tastes like meatloaf :disappointed_face:
58:44:00,Tom Davies,frazles !!!!
58:44:00,Luke P,target hit
58:45:00,Valentin Jegorov,roasted sunflower seeds for me E
58:45:00,Faquppl,E tastes like vietnamies coffee
58:45:00,TheBrignad,It's like Laphroaig
58:45:00,Jake Meaker,chocolate cake but like.. the texture haha
58:45:00,Harris Chalk,instant coffee
58:46:00,John Black,Smells like brake pads when they are almost worn out hot metal/burnt rubber
58:46:00,Lukas,smoky
58:46:00,Harrison Leon-Gay,for E I wrote diner coffee
58:46:00,Christina Hauck,I would like E in the mock pot
58:47:00,Timea Farkas,"burnt popcorn is spot on, which I had my fair share of in life :grinning_face:"
58:47:00,Harrison Leon-Gay,haha
58:47:00,Marilia Lirio,"E = cereal, corny"
58:48:00,JV Tamayo,smoke! a pleasant smoke for me
58:48:00,Brent Cusher,Burnt Toast
58:48:00,luis hernandez,would you be at Milano Design Week with the eagle one???
58:48:00,michalis9,E taste like grass chickpeas
58:48:00,Noah Irvin,E - corn nuts....
58:48:00,Eddie Cianci,E is chicori ???
58:49:00,Andrew,Instant nescafe
58:49:00,Benjamin Dickerson,e was tobacco to me
58:49:00,Sun Don't Shine Designs,E = old growth forest
58:49:00,Sam Roesch,Tastes like Cheerios
58:49:00,Andy Topham,Do you measure bitterness in coffee like you do in beer brewing?
58:49:00,Drewbie,Pencil eraser
58:50:00,slytown,For me its like Korean burdock tea
58:50:00,Andrew Thomas Estrada,robusta?
58:50:00,Kieran Ratcliffe,E be a Smokey boy!
58:51:00,Anna SdTC,E is so burnt
58:51:00,PostScript31,Smell sesame oil - this is it.
58:51:00,Felix_Mattingley,Burnt popcorn all the way
58:51:00,BordaCreative,E smells and tastes like cigars :-)
58:54:00,Luke Thoreson,corn nuts!!!!
58:54:00,Gamze Yılmaz,this coffee SUCKS
58:54:00,Tiffany Rose,BARLEY TEA
58:54:00,Fernando Pando,"burn popcorn.....yes, is that!!!"
58:57:00,Sameea Zia,SERVO FOR THE AUSSIES
58:58:00,Rikard Georgii,grass and hay all the way. like.... horses and cows
58:58:00,Toby Henderson,"burnt popcorn, it's revolting"
58:58:00,Alfred Mani,I like it something different
58:58:00,Tyler Martin,E is robusta
58:58:00,Albert C.,is E sumatran or columbian? I'm not tasting
58:59:00,John Corrales,Was the loom on E because of the roast or variety?
58:59:00,Jonathan Vaughn,Is E what they use to make Turkish coffee?
59:01:00,Moon,I knew it. 100% sesame oil
59:03:00,Declan Burke,tabocco
59:03:00,chrisgoatpher,robusta lol
59:05:00,otty575,anton jakob bonca
59:05:00,Ainurak,E is disgusting
59:05:00,Akshay Nigam,MUDDY
59:06:00,Connor Fleming,E reminded me of a lot peated scotch flavours
59:06:00,Phil Sheridan,E - burnt sugar puffs
59:06:00,Oliver Morgan,Can you say countries and tea estates?
59:07:00,Wendy V.V.,Love you all!!!l :red_heart:
59:09:00,Roger Liem,"holy bejezus, is E a canephora ?"
59:10:00,Kieran Ratcliffe,E tastes almost aged!
59:11:00,slytown,보리차 맛
59:11:00,Ryan Jansen van Rensburg,c stone fruit
59:12:00,John Erwin Veneracion,I don't want to James don't make me do it
59:12:00,danielle campbell,Best way to reheat coffee?
59:13:00,Harrison Leon-Gay,E is like bad tobacco
59:13:00,Fabio Bollinger,Oh man going back to B and C
59:14:00,Wilky,Nescafe gold blend
59:15:00,rionniel viray,e is like a smoke from a tobacco
59:16:00,Dana_Hach,Who the paparazzi
59:16:00,Fabio Bollinger,++
59:17:00,Josh,Does that mean we have to taste E again :nauseated_face:
59:17:00,Conor McLaughlin,Question: can you talk about what to do with leftovers from a tasting? Like what is left in the bowl.
59:19:00,Kate Johnston,E smells like the inside of a rental car on a hot day
59:19:00,otty575,anton bonca
59:21:00,Evan Garfield,E tastes alot liked smoked Puh er tea!
59:22:00,No One,hello from Kuwait
59:25:00,StigSauer,just tried e and then had a small amount of toasted sesame and it was on point with that sesame flavor
59:28:00,Effie,hope you all have some bananas on hand ;)
59:28:00,Sentrie,omg poor E
59:28:00,John Erwin Veneracion,is E the coffee from the 70s?
59:31:00,john p,to me E at first I thought earthy but then it hit me. to me it tastes like water that has been sitting in a red pottery pot for a few hours
59:34:00,David Abraham,Who can contrast coffees at 8am?
59:37:00,888SpinR,You’re evil James!
59:37:00,Vojtěch Klézl,does E taste like tobacco?
59:41:00,luis hernandez,would you be at Milano Design Week with the eagle one???
59:42:00,Bernie Carothers,James you tricky devil
59:42:00,AndrewAlex92,That just blew my mind
59:42:00,Michael Clutterbuck,E is what i imagine tomacco tastes like
59:45:00,Michael Clutterbuck,frorm the simpsons
59:46:00,Oz Chihwayi,A' was quite dark wood smokey
59:46:00,michalis9,WOW
59:47:00,Ian Phillip,Can’t take any more of E. just no.
59:47:00,milkman,SMUUUURP
59:48:00,slytown,Haha john
59:50:00,John Erwin Veneracion,but I don't want E :nauseated_face::nauseated_face::nauseated_face:
59:51:00,Sam Verdoorn,E is just there to show what’s bad lol
59:51:00,MackerelCat,E to a taste
59:51:00,Helifano,When do we get to learn what each coffee is? I may want to order a whole bag of some of these!
59:52:00,Fabio Bollinger,E tastes like a bar
59:52:00,Lauri Halonen,wow the contrast!
59:53:00,Filip K,E is robusta :D
59:54:00,Manfei Hu,E tasted like Roasted barley to me
59:54:00,MackerelCat,like b
59:54:00,Michael Wood,E is awful
59:54:00,Raven,c is stonefuit with jasmine
59:55:00,Chris Resendez,yes i get plasticy aroma
59:55:00,David Aeschlimann,Wow!
59:57:00,Darryl Loandy,Aha! That laugh back then :face_with_tears_of_joy::face_with_tears_of_joy:
59:58:00,MackerelCat,peas
1:00:00,AndrewAlex92,Having gone through a->e in order doing it out of order just messed with me
1:00:00,Kibbs,Yum
1:00:00,Harry Bizzle,I though earthy/woody for E
1:00:02,Fin Ross,E tastes like how old wetsuits smell
1:00:02,Kibbs,Wow
1:00:03,danwil77,"E tastes like dirt, no matter how much I try to find other tastes"
1:00:03,Meisam,wooowww
1:00:04,Jonathan Rees,wet cardboard for E with a hint of tobacco
1:00:05,Nick R,"I have to learn how to slurp, I keep ingesting air and I can't stop burping."
1:00:05,Gamze Yılmaz,NO MORE E PLEASE
1:00:06,Felisha Kay,"lmao tomacco, yess"
1:00:08,Reece Wilkinson,"$11,000!!!!!!!"
1:00:08,ronnor hgih,E tastes like bacon to me
1:00:10,Ryan Jansen van Rensburg,c very floral aftertaste
1:00:10,Jeeheon Cho,@zackdayne good man
1:00:10,Connor Hoffman,does anybody actually like E
1:00:10,Space,"E is the toilet water of this tasting, right?"
1:00:11,Sentrie,Where to donate to fund E's therapy
1:00:12,Devlynne Sloth,"E taste like houjicha, like rice"
1:00:12,Kibbs,Juicyyyyyyy
1:00:12,Sam Verdoorn,E is getting absolutely *ROASTED*
1:00:12,Rachael Fitzpatrick,D tasted like rotten fruit! Poo!
1:00:12,Alfred Mani,Sweet C with Apricots
1:00:13,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:13,Bro Tein,E is the palate muddier
1:00:14,Alex Bryant,yes!
1:00:14,Mike M,E is diner coffee
1:00:14,Cathy Berg,complaining about the slurping noise is like complaining about the noise a turbo jet makes as the plane takes you away on vacation.
1:00:16,Andrew Leitch,Is E robusta?
1:00:16,Michael Kammeyer,wow the contrast makes a huge difference
1:00:17,Alex Bryant,roasted barley
1:00:17,k_morphism • 16 years ago,that slurping sound:thanksdoc:
1:00:18,Kibbs,pu'er tea
1:00:19,Michael Wood,Spot on with petrol station coffee E
1:00:20,Cam S,I swore E was Maxwell House
1:00:20,Wendy V.V.,:red_heart::red_heart::red_heart:
1:00:21,Cass,E is very bad
1:00:22,Connor Hoffman,it tastes like what id imagine my grandpa tastes like
1:00:22,MackerelCat,E tastes like coffee brewed in a dirty ashtray
1:00:24,Alex Bryant,e is like my korean buckwheat tea
1:00:24,Victoria Eshelby,I agree with the wetsuit of E
1:00:25,Patrick Carter,e reminds me of instant
1:00:25,Tim Ineson,D - Ashtray
1:00:25,Harry T Dyer,everything tastes better once you've had some E
1:00:25,Karist,E makes me shake and jump around D:
1:00:25,Glaciersfordays,my cupping bowl for d is almost empty......
1:00:27,J Hill,D is amazing!!!!
1:00:28,x plsl x,does geisha coffee beans deserve its high price?
1:00:28,MoonlightBuilds CY,E is 6 day old diner coffee
1:00:28,Ian Phillip,"No, E is bad."
1:00:28,Kyle La Hara,b has so much more acidity now!
1:00:28,slytown,E to D is amazing to experience
1:00:29,JC Cadiz,E is common i tropical countries
1:00:32,Sun Don't Shine Designs,anyone else feeling the caffeine?
1:00:33,Sameea Zia,JELLYBEANS
1:00:33,Fabio Bollinger,Barstool?
1:00:33,Jamie Romp,A Taste’s like stomach acid after E
1:00:33,Samuel Anandan,Oh man E is hard to palate
1:00:33,luis hernandez,would you be at Milano Design Week with the eagle one???
1:00:34,Nate Kim,A tastes like spaghetti
1:00:34,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:34,Jean-Philippe,"Honestly, C tastes like genmeicha"
1:00:35,Trudgemank95,Yes to whoever said diner coffee
1:00:36,Pyther,A is very citrus when contrasted with e
1:00:36,Jørgen Adam Holen,wow! that was a great exercise
1:00:36,squaremile,E to C is brilliant
1:00:37,Nevgül Güven,Genmaicha
1:00:37,Lou Fox,hi!
1:00:37,Andrew Thomas Estrada,"After E, B tastes like roasted poblano chilis"
1:00:37,Robin Arthur,what is the reason E blooms so much? I thought bloom mostly meant freshness?
1:00:38,Samuel Anandan,Totaly burned popcorn
1:00:38,Amy B,B A C D E here for me
1:00:38,Tigerstripes,E is meatloaf to me
1:00:38,Ryan Bensinger,Spicy jalapeño dirt
1:00:38,slytown,Burdock tea
1:00:38,danielle campbell,Best way to reheat coffee?
1:00:39,Jason Porter,E tastes like the day my father left
1:00:39,Ragoom,E & C are the best. E I just cant stop thinking about dusty bookshops
1:00:39,Ryan Spaulding,A has changed a lot since we started
1:00:39,Filip K,E is robusta
1:00:39,Einar A,E is nutty
1:00:39,Mapstofind,E is burnt popcorn
1:00:39,Will Humphreys,E is like my dads shed
1:00:39,Tim C,I get STRONG jalapenos on A
1:00:39,Alfred Mani,Poor ol' E Used And Abused
1:00:40,ScopedDawg,E is waterchestnuts
1:00:40,Gamze Yılmaz,E is not
